"ID","SEX","TYPEAREA","SEX.REPRO","REPRO.STATUS","AGE","PARASITE_STATUS","RBC","HGB","WBC","EOS.CNT","MONO.CNT","NUT.CNT","PL.CNT","LYMP.CNT"
"grlsUC2R1BNN","Female","Suburban","IntactFemale","Intact",6,"Negative",5.6,13.6,11.8,590,472,5074,246,5546
"grlsHDT8V9EE","Male","Rural","IntactMale","Intact",15,"Negative",6.4,15.6,9.8,98,588,4606,280,4508
"grlsA8NCG6","Male","Suburban","IntactMale","Intact",23,"Negative",6.3,15.3,9.9,495,495,5940,218,2970
"grlsPIBJOAA","Male","Suburban","IntactMale","Intact",26,"Negative",6.7,16.4,6.7,201,201,4690,259,1608
"grlsSJCI6XX","Male","Suburban","NeuteredMale","Neutered",7,"Negative",6.1,13.6,7.6,0,988,3572,199,2964
"grls5KPMMUCC","Female","Suburban","IntactFemale","Intact",26,"Negative",5.7,14.2,6.9,345,276,3795,204,2484
"grlsY9W8X1SS","Female","Suburban","IntactFemale","Intact",6,"Positive",5.9,14.4,9.1,182,455,6461,284,2002
"grlsYQFB3ZZ","Male","Rural","IntactMale","Intact",23,"Negative",5.9,14.6,9.4,940,376,5828,227,2256
"grls4XF9HJ66","Male","Rural","IntactMale","Intact",24,"Positive",7.1,17.9,18.3,0,183,16287,270,1830
"grls4JRZBJ00","Female","Suburban","NeuteredFemale","Neutered",14,"Negative",6,15.3,7.8,78,624,3978,244,3120
"grlsYVZRBDQQ","Male","Rural","NeuteredMale","Neutered",24,"Negative",7.2,17.8,8.4,84,588,5376,222,2352
"grlsNZR98O55","Male","Suburban","NeuteredMale","Neutered",32,"Negative",6.6,16.2,8.4,168,252,5460,141,2520
"grlsLQK0BOJJ","Female","Suburban","IntactFemale","Intact",7,"Positive",5.7,14,8.6,86,344,4730,234,3440
"grlsJJ3LZ2HH","Male","Urban","IntactMale","Intact",14,"Negative",6.8,17.8,10.8,108,864,6480,160,3348
"grlsCQ626MAA","Male","Rural","NeuteredMale","Neutered",12,"Positive",6.8,16.6,9.4,188,376,5358,228,3478
"grlsNVXS7MM","Female","Suburban","NeuteredFemale","Neutered",8,"Negative",6,14.5,7.5,300,375,3375,171,3375
"grlsJIOY4YLL","Male","Suburban","NeuteredMale","Neutered",23,"Negative",6.8,16.5,11.7,0,234,6786,219,4680
"grlsJZM9EHDD","Female","Suburban","IntactFemale","Intact",17,"Negative",6.3,15.6,8.7,174,174,5655,184,2697
"grlsFZ89N7KK","Female","Suburban","IntactFemale","Intact",17,"Negative",5.6,13.8,7.7,154,154,4774,217,2618
"grlsYOGRGNWW","Female","Urban","NeuteredFemale","Neutered",8,"Negative",5.9,14.7,5.7,114,399,3249,220,1881
"grls1NBZCRQQ","Female","Suburban","NeuteredFemale","Neutered",7,"Negative",6.4,15.8,9.6,96,480,4608,250,4320
"grlsFXHF5TPP","Male","Rural","IntactMale","Intact",23,"Negative",7,17.7,7.5,150,225,4500,194,2625
"grls1XT2PQ77","Female","Suburban","IntactFemale","Intact",23,"Negative",6.7,16.3,7.9,79,553,4029,205,3239
"grlsIC0ZIROO","Male","Suburban","IntactMale","Intact",7,"Negative",5.6,13.6,10.7,1070,321,4494,185,4708
"grlsJ04CMUEE","Male","Urban","NeuteredMale","Neutered",16,"Negative",6.4,16.6,6.7,268,402,4355,52,1675
"grls6W6FNLOO","Female","Suburban","NeuteredFemale","Neutered",19,"Negative",5.7,14.6,5.2,52,468,2184,191,2496
"grlsG4R39L00","Male","Rural","IntactMale","Intact",6,"Positive",5.3,13,9.2,92,552,4600,269,3956
"grlsY3ZGDILL","Female","Suburban","NeuteredFemale","Neutered",13,"Negative",6.2,15,6.3,189,567,2772,122,2772
"grlsHTX9MBB","Male","Rural","IntactMale","Intact",12,"Negative",NA,NA,NA,NA,NA,NA,NA,NA
"grlsQ1Q3CVPP","Male","Suburban","NeuteredMale","Neutered",23,"Negative",6.3,15.4,5.3,265,159,2809,108,2067
"grlsVPTVQHXX","Female","Suburban","NeuteredFemale","Neutered",23,"Negative",7.1,18.2,8.6,86,430,6020,204,2064
"grls4YF33IMM","Male","Suburban","NeuteredMale","Neutered",23,"Negative",7.4,17.7,7.8,234,312,4758,197,2496
"grlsAW2B2ESS","Male","Suburban","NeuteredMale","Neutered",24,"Negative",6.7,17.6,8.7,261,522,4350,206,3567
"grlsQ317XJZZ","Female","Suburban","NeuteredFemale","Neutered",20,"Negative",7.6,18.5,8.7,87,174,4524,166,3741
"grlsCLYGX6JJ","Female","Suburban","NeuteredFemale","Neutered",9,"Negative",6.9,16.2,8.7,261,261,3915,164,4263
"grlsSLSG4CKK","Male","Rural","IntactMale","Intact",7,"Negative",6.4,14.7,10.2,306,816,4794,221,4284
"grls8W1UIJYY","Female","Suburban","NeuteredFemale","Neutered",19,"Negative",6.6,17.8,8.3,664,166,5976,191,1494
"grlsKPOF5HPP","Male","Urban","IntactMale","Intact",22,"Negative",5.9,14.3,10.6,212,530,6360,187,3498
"grls52PM8XX","Female","Suburban","NeuteredFemale","Neutered",12,"Negative",6,15.2,8.8,88,792,4664,229,3256
"grlsRXW9AQ55","Female","Suburban","NeuteredFemale","Neutered",18,"Positive",5.5,14.3,7.8,936,390,3354,214,3042
"grls0VMC6E66","Female","Suburban","IntactFemale","Intact",10,"Negative",6.3,15.2,7,560,350,3430,281,2660
"grlsFDNR7RVV","Male","Rural","IntactMale","Intact",9,"Negative",6.3,14.9,8.2,902,410,4756,201,2132
"grlsUKVTVHBB","Female","Rural","IntactFemale","Intact",6,"Negative",5.7,13.4,13,0,1170,7410,363,4290
"grlsTZYEA7YY","Male","Suburban","IntactMale","Intact",24,"Negative",7.1,17,8,400,240,5040,243,2320
"grlsRTE6CR33","Male","Suburban","IntactMale","Intact",16,"Negative",5.7,13.8,8.9,267,445,4806,176,3382
"grlsD7ZPOK33","Female","Suburban","IntactFemale","Intact",24,"Negative",5.5,13.3,6.1,122,244,4148,144,1586
"grls4YPB2REE","Male","Suburban","NeuteredMale","Neutered",23,"Negative",6.4,15.5,14.7,588,735,9702,153,3675
"grlsE9SB7KFF","Male","Suburban","NeuteredMale","Neutered",24,"Negative",7,16.6,5.1,102,255,2550,147,2193
"grlsD2P6YHFF","Male","Rural","NeuteredMale","Neutered",16,"Negative",6.9,17.2,8.4,84,336,6636,193,1344
"grlsMOCF0544","Male","Suburban","NeuteredMale","Neutered",23,"Negative",6.8,16.6,6,660,180,2820,203,2340
"grlsVWUHSQNN","Female","Rural","NeuteredFemale","Neutered",8,"Negative",6.9,13.4,9.4,94,940,5452,89,2914
"grls340LG1ZZ","Male","Suburban","IntactMale","Intact",17,"Negative",6.2,14.6,11.3,339,1017,7232,267,2712
"grlsNHFVIJ33","Male","Rural","IntactMale","Intact",16,"Negative",6.6,16.1,10.2,408,408,5406,229,3978
"grls27Q2M9II","Female","Rural","IntactFemale","Intact",8,"Negative",5.7,13.4,11.1,333,777,8658,230,1332
"grlsAUBHHFF","Female","Suburban","NeuteredFemale","Neutered",9,"Negative",6.6,16.3,13.2,264,924,6204,144,5808
"grlsUZB74KOO","Male","Suburban","NeuteredMale","Neutered",17,"Negative",7,17,6.8,136,272,4896,122,1428
"grlsU8FN91BB","Female","Suburban","NeuteredFemale","Neutered",8,"Negative",5.9,13.5,11.8,236,472,6490,387,4484
"grlsRC7GLHQQ","Male","Rural","IntactMale","Intact",35,"Negative",6.8,16.3,6.1,549,183,3660,208,1708
"grls0WE9G899","Female","Suburban","IntactFemale","Intact",13,"Negative",6.3,15.2,12.1,484,1452,5445,83,4598
"grls9SYVLVAA","Female","Urban","NeuteredFemale","Neutered",7,"Negative",5.7,13.7,9,360,450,3780,285,4320
"grlsL4DQ2KGG","Male","Suburban","NeuteredMale","Neutered",11,"Negative",4.6,11.5,11.2,336,336,6944,189,3584
"grlsYB467444","Female","Rural","NeuteredFemale","Neutered",9,"Negative",5.4,14.3,10,400,600,5600,309,3400
"grlsBMZY1XAA","Female","Suburban","NeuteredFemale","Neutered",24,"Negative",6.7,16.9,9.6,192,288,6912,206,2208
"grlsTIU8L0BB","Male","Suburban","IntactMale","Intact",6,"Negative",5.5,13.8,11.4,114,570,7752,318,2964
"grls661NWWXX","Female","Suburban","IntactFemale","Intact",14,"Negative",5.8,14.5,9.4,658,282,4700,229,3760
"grlsTT3XZ0LL","Male","Suburban","NeuteredMale","Neutered",24,"Negative",6.7,16.3,8.8,264,176,6072,253,2288
"grlsB2WWOB55","Female","Suburban","NeuteredFemale","Neutered",7,"Negative",5.5,13.1,9.3,372,279,5766,196,2883
"grlsTI6LXG55","Female","Suburban","IntactFemale","Intact",25,"Negative",6.9,17.2,10,100,400,6400,229,3000
"grlsOIV56RAA","Male","Suburban","IntactMale","Intact",23,"Negative",5.7,14.4,7.3,146,365,5183,269,1533
"grlsD9A0MJJJ","Female","Urban","IntactFemale","Intact",13,"Negative",5.9,14.1,12,360,480,5160,191,5880
"grlsL1SWIE55","Female","Suburban","IntactFemale","Intact",8,"Negative",5.8,13.8,14.6,292,1168,10074,182,2920
"grlsCTEORNN","Male","Suburban","NeuteredMale","Neutered",18,"Negative",6.6,15.1,6,300,660,3600,218,1440
"grls6VZ9GGDD","Male","Suburban","NeuteredMale","Neutered",18,"Negative",6.2,15.2,10.3,103,618,6180,281,3296
"grls4SW9ND66","Female","Suburban","IntactFemale","Intact",20,"Negative",6,14.7,9.5,0,1235,4845,314,3420
"grls8J9DC77","Male","Suburban","NeuteredMale","Neutered",8,"Positive",6,14.3,11.9,238,595,6664,199,4284
"grlsUBE49VBB","Female","Suburban","IntactFemale","Intact",21,"Negative",5.8,13.6,7,0,420,4200,253,2310
"grlsYTA0SGJJ","Male","Suburban","IntactMale","Intact",16,"Negative",5.8,14.3,5.6,168,336,3696,171,1400
"grls4FUIXTEE","Female","Suburban","IntactFemale","Intact",6,"Negative",5.77,14.1,8.6,86,1118,3612,289,3784
"grls3U5V4NBB","Female","Suburban","NeuteredFemale","Neutered",20,"Negative",6.8,16.3,8.1,81,243,4617,247,3159
"grls97GJL8II","Male","Suburban","IntactMale","Intact",17,"Negative",6,15.3,6.9,69,483,3726,111,2622
"grls4S6DGJ11","Female","Urban","NeuteredFemale","Neutered",17,"Negative",5.9,15,4.2,210,210,2142,173,1638
"grls3UGJCECC","Female","Rural","IntactFemale","Intact",7,"Negative",6.6,15.9,9.6,384,480,5088,245,3648
"grlsGT7CS9YY","Male","Suburban","IntactMale","Intact",7,"Negative",6.9,16.2,10.8,108,540,5616,210,4536
"grlsDW39Z1","Female","Rural","NeuteredFemale","Neutered",20,"Negative",5.8,14.2,6.1,122,122,3355,223,2501
"grlsU85RZ2FF","Male","Suburban","NeuteredMale","Neutered",15,"Negative",6.7,15.9,8.7,87,1218,5307,187,2088
"grlsZYI0K6LL","Male","Rural","NeuteredMale","Neutered",21,"Negative",7.2,17.6,6.9,276,207,3864,280,2553
"grlsI4RK7W55","Female","Rural","NeuteredFemale","Neutered",16,"Negative",7,16.7,10.8,324,324,5400,164,4752
"grls0LSLKO","Male","Rural","IntactMale","Intact",6,"Negative",5.3,12.7,9.6,0,1248,4128,167,4224
"grlsN4MLY555","Female","Rural","NeuteredFemale","Neutered",22,"Negative",6.5,15.9,5,450,100,2700,220,1750
"grls80PK83UU","Female","Rural","NeuteredFemale","Neutered",21,"Negative",5.9,15.4,4.9,147,147,2744,196,1862
"grlsYTFYREXX","Male","Rural","IntactMale","Intact",7,"Negative",5.5,12.8,20,400,1400,11600,217,6400
"grlsFR315RMM","Female","Rural","IntactFemale","Intact",14,"Negative",5.8,12.8,8.6,344,430,4644,201,3182
"grls1YYK24LL","Male","Rural","IntactMale","Intact",13,"Negative",6.8,16.2,10.6,212,530,6254,248,3498
"grlsSH7J89BB","Male","Rural","IntactMale","Intact",6,"Negative",7,15.6,12.3,123,1230,5166,228,5535
"grlsED6P5KYY","Female","Rural","IntactFemale","Intact",13,"Negative",6.7,15.1,12.8,512,1152,7680,110,3328
"grls41KXYJXX","Male","Suburban","IntactMale","Intact",12,"Negative",6.6,16.3,8.2,410,164,5576,49,2050
"grlsP72QJKJJ","Male","Urban","IntactMale","Intact",17,"Negative",6.7,16,12.1,121,726,8228,322,2904
"grlsFURN9XVV","Male","Suburban","IntactMale","Intact",7,"Negative",6.4,14,9.8,392,294,5782,216,3332
"grlsK4YY7YRR","Female","Suburban","IntactFemale","Intact",11,"Negative",5.7,14.4,9.7,NA,NA,NA,298,NA
"grlsKS0TR99","Male","Suburban","IntactMale","Intact",7,"Negative",5.6,12.4,9.6,192,384,4800,245,4224
"grlsYELD0L66","Male","Suburban","IntactMale","Intact",13,"Negative",5.5,13,10.6,0,636,8162,207,1802
"grlsPEWFWS33","Male","Suburban","IntactMale","Intact",11,"Negative",6.3,14.6,11,440,440,7260,259,2860
"grlsTTQ4VJ33","Male","Suburban","NeuteredMale","Neutered",15,"Negative",6.3,16.6,7.4,444,814,3034,115,3108
"grlsFP95S1AA","Male","Suburban","NeuteredMale","Neutered",16,"Negative",7,16.4,7.8,156,312,4368,178,2964
"grlsTYCXRQQQ","Male","Rural","IntactMale","Intact",9,"Negative",4.9,12.2,6.7,603,268,3015,175,2814
"grlsO9VL9KQQ","Male","Rural","IntactMale","Intact",16,"Negative",6.7,16.3,6.3,63,567,3339,150,2331
"grlsD0AC0SOO","Female","Suburban","NeuteredFemale","Neutered",15,"Negative",7,16.4,9,90,450,5940,240,2520
"grls1XTYP999","Male","Rural","IntactMale","Intact",10,"Negative",5.8,14.1,8.3,83,249,5312,236,2656
"grlsNPNE07BB","Male","Suburban","IntactMale","Intact",7,"Negative",6,13.2,10.7,856,214,5778,270,3852
"grlsMOSV1VKK","Male","Suburban","IntactMale","Intact",7,"Negative",6,13.7,9,450,720,5220,136,2610
"grlsTHY3N166","Female","Rural","IntactFemale","Intact",7,"Negative",5.8,14.7,9.9,198,495,5445,242,3762
"grlsI1LFYF33","Male","Urban","NeuteredMale","Neutered",25,"Negative",6.9,15.8,9,360,270,5130,266,3240
"grlsD087Q755","Female","Suburban","IntactFemale","Intact",7,"Negative",6.5,15.7,16.9,169,845,8957,299,6760
"grlsDHC8DYY","Female","Suburban","IntactFemale","Intact",15,"Negative",6.5,16.3,7.8,78,312,3822,174,3510
"grlsBUX0M255","Male","Urban","NeuteredMale","Neutered",15,"Negative",5.4,13.6,7.1,142,71,4118,203,2769
"grls94I26B88","Male","Urban","IntactMale","Intact",11,"Negative",6.6,16.5,9.8,294,294,6860,235,2352
"grlsEUPFSBEE","Male","Suburban","IntactMale","Intact",18,"Negative",5.9,14.6,9.3,186,372,4929,179,3813
"grlsCY4JGK11","Male","Suburban","NeuteredMale","Neutered",16,"Negative",6.1,15.1,8.8,88,968,6072,169,1672
"grls2UIYXIBB","Male","Urban","IntactMale","Intact",6,"Negative",5.2,12.6,6.8,272,340,3060,99,3128
"grls2BBFC88","Female","Suburban","IntactFemale","Intact",25,"Negative",5.4,12.7,6.7,1072,268,3618,240,1742
"grlsJ9P3IN00","Female","Suburban","IntactFemale","Intact",22,"Negative",6.2,14,6.7,67,67,4154,213,2345
"grls1IO60U55","Female","Rural","IntactFemale","Intact",25,"Negative",7.1,16.9,7.7,308,231,4851,371,2310
"grls99LNEEKK","Male","Suburban","IntactMale","Intact",33,"Negative",6.5,16.2,6.7,67,603,3551,212,2479
"grls2DCZV5HH","Male","Rural","IntactMale","Intact",7,"Negative",5.8,13.1,14,140,980,9660,314,3220
"grlsICYLHAA","Male","Urban","IntactMale","Intact",22,"Negative",7.3,17.8,11.6,116,580,9048,178,1740
"grlsXXBOLUJJ","Female","Rural","NeuteredFemale","Neutered",16,"Negative",7.1,16.4,8.2,164,164,4838,207,2952
"grlsEZU6HFFF","Female","Rural","NeuteredFemale","Neutered",13,"Negative",6.5,16.7,6.7,0,268,3484,246,2881
"grlsJQRYP988","Male","Suburban","IntactMale","Intact",7,"Negative",5.5,13.1,9.5,380,570,4845,181,3705
"grls6H1GS6GG","Female","Suburban","NeuteredFemale","Neutered",25,"Negative",7.5,17.8,5.4,108,108,3186,188,1998
"grlsGJKUYM66","Male","Suburban","IntactMale","Intact",8,"Negative",6.4,15,10.9,0,763,5341,248,4687
"grls8WD3CH77","Male","Rural","IntactMale","Intact",6,"Negative",5.4,12.4,10.8,108,324,5724,323,4644
"grls74CM5J99","Female","Suburban","NeuteredFemale","Neutered",24,"Negative",6.1,15.8,7.5,75,300,5550,72,1575
"grls2C3B7A99","Male","Urban","NeuteredMale","Neutered",19,"Negative",7.2,16.6,7.5,75,300,4350,250,2775
"grls4BWUAF88","Female","Suburban","IntactFemale","Intact",22,"Negative",7,17.4,11,110,770,8030,151,2090
"grlsM48OPWGG","Female","Suburban","NeuteredFemale","Neutered",20,"Negative",5.7,13.1,6.3,126,189,4536,204,1449
"grlsY23ZD7DD","Female","Urban","IntactFemale","Intact",8,"Negative",5.3,12.8,6.4,64,448,3584,170,2304
"grlsTPTO4077","Female","Suburban","NeuteredFemale","Neutered",17,"Negative",5.7,14.2,8.5,170,255,4760,236,3315
"grlsB0XV4P22","Female","Rural","NeuteredFemale","Neutered",9,"Negative",7,16.1,9.9,198,693,6039,173,2970
"grls4ZRBRLGG","Female","Suburban","IntactFemale","Intact",23,"Negative",6.4,14.9,7.5,525,450,5400,251,1125
"grlsER7M411","Female","Suburban","NeuteredFemale","Neutered",25,"Negative",7.2,17.3,6.7,335,201,2948,219,3216
"grlsB3KBYTHH","Female","Suburban","IntactFemale","Intact",12,"Negative",6.7,15.5,7.1,355,213,4118,271,2414
"grls1W2Z1HOO","Female","Rural","IntactFemale","Intact",11,"Positive",5.2,13.3,20.1,3216,603,12462,469,3819
"grlsXB4UPRHH","Male","Rural","NeuteredMale","Neutered",8,"Negative",6.3,15,11,0,1210,5610,225,4180
"grlsNDJYYR","Male","Rural","NeuteredMale","Neutered",20,"Negative",6.7,16.7,7.8,390,312,4056,177,3042
"grls916F9V88","Female","Suburban","IntactFemale","Intact",7,"Negative",6.2,14.8,6.6,132,264,3234,250,2904
"grlsMPD8RXKK","Female","Rural","IntactFemale","Intact",11,"Positive",5.7,13.9,12,480,480,7560,296,3480
"grlsS1WQW233","Male","Suburban","NeuteredMale","Neutered",16,"Negative",7.3,17.5,7.6,608,152,3572,210,3268
"grlsYYIG2ESS","Male","Suburban","NeuteredMale","Neutered",6,"Negative",4.7,11.1,7.5,75,600,4500,169,2325
"grlsSXQXGEZZ","Female","Suburban","NeuteredFemale","Neutered",13,"Negative",6.6,16.2,10.3,206,309,7828,230,1854
"grlsSHBIY7PP","Female","Suburban","IntactFemale","Intact",24,"Negative",6.7,16.7,9.5,285,380,6460,185,2375
"grlsVVS6IGGG","Female","Rural","NeuteredFemale","Neutered",12,"Negative",6.5,16.1,9.3,651,372,5022,171,3255
"grls64JASD99","Male","Rural","NeuteredMale","Neutered",12,"Negative",5.4,13.1,6.8,544,340,3944,155,1904
"grlsBW4HDONN","Male","Urban","NeuteredMale","Neutered",24,"Negative",6.3,16.4,8.5,340,425,5100,176,2635
"grlsIJNFU3SS","Male","Suburban","NeuteredMale","Neutered",19,"Negative",6.7,15.9,7.3,146,292,4964,92,1898
"grlsVSCFCFSS","Male","Suburban","IntactMale","Intact",6,"Negative",5.5,12.8,9.3,93,465,3999,110,4650
"grlsILJ2U244","Female","Rural","IntactFemale","Intact",12,"Negative",6.1,15.2,8.9,890,178,4183,192,3649
"grls8T32TPNN","Female","Suburban","IntactFemale","Intact",19,"Negative",6.4,16.2,7.2,216,288,5472,265,1224
"grls2Q386M99","Female","Suburban","IntactFemale","Intact",12,"Negative",7.2,17.7,10.1,303,303,7474,253,2020
"grlsS3JUGSLL","Female","Rural","IntactFemale","Intact",10,"Negative",5.7,14.5,6.7,67,603,3886,178,2144
"grlsG10V3ELL","Female","Suburban","IntactFemale","Intact",6,"Negative",5.9,13.6,11.7,234,468,5499,189,5499
"grlsJ6GZXBKK","Female","Suburban","NeuteredFemale","Neutered",10,"Negative",6.1,14.4,10.4,104,416,5408,182,4472
"grlsNDQY5Y55","Female","Suburban","NeuteredFemale","Neutered",25,"Negative",7,16.9,6.9,207,207,3450,241,3036
"grlsPSSZFMJJ","Male","Suburban","NeuteredMale","Neutered",9,"Negative",5.6,14,13.1,131,786,8515,241,3668
"grls5I2EVV77","Male","Rural","IntactMale","Intact",12,"Negative",6.2,14.5,12,600,480,6720,229,4200
"grls02RRJK88","Male","Rural","IntactMale","Intact",17,"Negative",8,18,8.8,88,616,5984,124,1936
"grlsVJY0LISS","Female","Rural","IntactFemale","Intact",23,"Negative",7.3,16.7,11.1,777,555,7215,196,2553
"grlsPEX66ROO","Male","Suburban","NeuteredMale","Neutered",24,"Negative",6.3,15.6,8.3,83,996,4233,115,2988
"grlsOT2USXMM","Female","Urban","IntactFemale","Intact",14,"Negative",6.3,16.2,14.3,1287,858,7722,234,4147
"grlsY5JZXLGG","Female","Rural","IntactFemale","Intact",23,"Negative",6.9,16.8,9.1,182,182,5187,198,3458
"grls3XTNPQTT","Male","Suburban","NeuteredMale","Neutered",12,"Negative",6.4,15.5,8.4,336,504,6300,183,1260
"grls5YPXBRXX","Female","Urban","IntactFemale","Intact",22,"Negative",6.5,16.8,9.3,0,1116,4929,223,3069
"grlsNXR9T1OO","Male","Rural","IntactMale","Intact",8,"Negative",6.7,15.7,11.5,460,460,4830,207,5635
"grlsMXRC2E11","Male","Suburban","IntactMale","Intact",6,"Negative",5.9,13,8.6,344,344,4042,207,3784
"grlsTR2641ZZ","Male","Suburban","NeuteredMale","Neutered",6,"Negative",5.9,13.9,11.7,117,702,7137,312,3627
"grls3U1GQWCC","Male","Suburban","NeuteredMale","Neutered",16,"Negative",6.3,15.7,9,90,630,4680,265,3600
"grlsJT6W5YY","Male","Suburban","IntactMale","Intact",14,"Negative",6.1,15.4,9.9,297,495,6336,253,2772
"grlsQB8LEM77","Female","Suburban","NeuteredFemale","Neutered",23,"Negative",7.5,16.9,5.9,177,177,3186,231,2360
"grlsYTYPTSQQ","Female","Suburban","IntactFemale","Intact",6,"Negative",5.1,12.3,8.5,425,510,4420,292,3145
"grls3HMHXDKK","Female","Rural","IntactFemale","Intact",7,"Negative",6.6,15,13.6,408,544,6936,300,5712
"grlsH3YQYR00","Male","Suburban","NeuteredMale","Neutered",23,"Negative",7.2,17.4,8.6,86,258,5160,191,3096
"grlsMVEFYNN","Female","Urban","NeuteredFemale","Neutered",8,"Negative",6,15,9.9,198,297,4851,219,4554
"grls6ZGFMO99","Female","Rural","IntactFemale","Intact",23,"Negative",6.2,14.4,6,240,180,3360,208,2220
"grlsFY8KSI00","Female","Suburban","NeuteredFemale","Neutered",13,"Negative",7.8,19,8.8,88,264,5104,262,3344
"grlsMO4Q8RRR","Male","Suburban","NeuteredMale","Neutered",9,"Negative",5.4,13.1,10.4,2288,312,5096,245,2704
"grlsH63CO8TT","Female","Suburban","NeuteredFemale","Neutered",8,"Negative",6,14.5,9.9,99,693,4455,262,4554
"grlsZ5F856UU","Female","Rural","NeuteredFemale","Neutered",23,"Negative",7,17.1,8.1,324,405,4779,289,2592
"grls5FUZ8KBB","Male","Rural","IntactMale","Intact",13,"Negative",5.8,13.5,8.8,264,264,4488,283,3784
"grls4LWRXNKK","Female","Suburban","NeuteredFemale","Neutered",23,"Negative",7.1,16.6,7,350,140,3710,205,2800
"grlsE6KVYQNN","Female","Suburban","NeuteredFemale","Neutered",24,"Negative",7.4,18,8.6,258,172,6192,182,1978
"grls1N26R7HH","Male","Rural","IntactMale","Intact",6,"Negative",5.2,12.3,14.2,142,568,7668,265,5680
"grlsWDI6L5BB","Female","Suburban","NeuteredFemale","Neutered",24,"Negative",7,17.4,8.2,164,246,4920,155,2788
"grlsGX6DHOO","Female","Suburban","NeuteredFemale","Neutered",12,"Negative",6.8,16.8,6.4,192,192,3072,212,2944
"grlsJC7ZMD22","Female","Rural","NeuteredFemale","Neutered",12,"Negative",6.3,15.2,12.4,124,1240,6820,197,4216
"grlsWGVCSJFF","Female","Suburban","IntactFemale","Intact",23,"Negative",6,14.4,7.8,156,312,4446,216,2886
"grlsV1AOPOHH","Male","Suburban","NeuteredMale","Neutered",13,"Negative",6.4,15.2,11.5,575,575,5865,267,4485
"grlsG5IC1QXX","Female","Suburban","IntactFemale","Intact",24,"Negative",6.8,16.8,10.2,204,408,5814,295,3774
"grlsWLIHXCQQ","Male","Suburban","IntactMale","Intact",15,"Negative",6.2,15,10.4,416,312,5928,174,3744
"grls1YLKGH66","Male","Urban","IntactMale","Intact",13,"Negative",6.3,14.7,12.9,258,387,7998,278,4257
"grls344FHT22","Female","Suburban","NeuteredFemale","Neutered",10,"Positive",6,15.1,14.3,143,1144,7722,282,5148
"grls4ZTLI2JJ","Male","Suburban","IntactMale","Intact",10,"Negative",5.2,12.8,21,0,1680,17220,231,1890
"grlsZJLLWNRR","Male","Suburban","NeuteredMale","Neutered",15,"Negative",6.1,15.1,8.3,332,249,5727,183,1992
"grlsUHQ4GJHH","Male","Suburban","IntactMale","Intact",6,"Negative",5.6,14.2,11,550,440,4840,239,4950
"grls9HL5S11","Female","Suburban","IntactFemale","Intact",16,"Negative",6.5,15.3,9.9,396,297,7821,265,1386
"grlsOWEYMMOO","Male","Suburban","IntactMale","Intact",23,"Negative",6.8,15.7,8.9,267,178,4984,256,3471
"grlsL4XIM1FF","Female","Suburban","NeuteredFemale","Neutered",12,"Negative",6.6,16.4,9.4,94,846,4512,130,3854
"grlsOXZY4WII","Male","Suburban","IntactMale","Intact",6,"Negative",6.1,13.7,8.6,258,344,3698,236,4214
"grls2GWGQGHH","Female","Rural","IntactFemale","Intact",24,"Negative",6.7,16,6,120,180,3480,207,2220
"grls5HAH0JWW","Female","Suburban","IntactFemale","Intact",6,"Negative",6.9,15.8,6.9,138,207,3657,456,2898
"grlsH6RZU000","Female","Rural","IntactFemale","Intact",17,"Negative",6.3,15.3,10.5,105,735,7665,266,1995
"grls647XV6EE","Male","Urban","NeuteredMale","Neutered",23,"Negative",6.2,14.8,5.5,0,605,2860,234,2035
"grls6Z0N5JBB","Female","Rural","IntactFemale","Intact",8,"Negative",6.4,14.5,12.9,903,645,6579,323,4773
"grls0Z1UD211","Female","Suburban","NeuteredFemale","Neutered",15,"Negative",6.7,16.3,10.3,515,412,4532,170,4841
"grls4KPIIIUU","Male","Urban","NeuteredMale","Neutered",24,"Negative",7,16.9,11,330,550,6050,52,4070
"grlsK0FBKZ11","Male","Rural","NeuteredMale","Neutered",13,"Negative",7,17.5,7.8,312,624,5304,222,1560
"grlsKTIEQWPP","Male","Suburban","NeuteredMale","Neutered",15,"Negative",6.6,17,8.3,0,581,4731,197,2988
"grlsHX9Q5HPP","Male","Suburban","IntactMale","Intact",8,"Negative",5.1,12.9,10.7,0,963,6313,220,3424
"grlsTJK12AYY","Female","Rural","NeuteredFemale","Neutered",26,"Negative",6.5,17,10.5,420,1260,5565,143,3150
"grlsYK03EZPP","Male","Urban","NeuteredMale","Neutered",7,"Negative",6.1,14.6,8.1,243,648,3240,229,3969
"grls7F8IVQ55","Female","Rural","NeuteredFemale","Neutered",26,"Negative",6.3,15.7,9.4,282,846,6580,198,1692
"grlsFXBOOEEE","Male","Suburban","NeuteredMale","Neutered",24,"Negative",7.1,16.5,6.6,462,396,3498,198,2178
"grls6KIC0H88","Male","Rural","IntactMale","Intact",23,"Negative",6.8,16.5,8.3,166,830,4648,252,2656
"grlsM68CN7UU","Female","Rural","NeuteredFemale","Neutered",7,"Negative",5.8,15.1,13.8,552,414,6762,290,5934
"grlsKXX7OMTT","Female","Suburban","IntactFemale","Intact",7,"Negative",6.2,14.3,11.4,114,456,5928,341,4788
